2021-12-13 00:04:34.233 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cn.edu.xmu.oomall.order.controller.OrderControllerTest], using SpringBootContextLoader
2021-12-13 20:07:08.963 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Destruction of the end
2021-12-13 20:07:15.064 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2021-12-13 20:07:15.074 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2021-12-13 20:12:41.236 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cn.edu.xmu.oomall.order.dao.OrderDaoTest], using SpringBootContextLoader
2021-12-13 20:12:41.242 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [cn.edu.xmu.oomall.order.dao.OrderDaoTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-12-13 20:12:41.242 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cn.edu.xmu.oomall.order.dao.OrderDaoTest]: OrderDaoTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-12-13 20:12:41.367 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cn.edu.xmu.oomall.order.OrderApplication for test class cn.edu.xmu.oomall.order.dao.OrderDaoTest
2021-12-13 20:12:41.526 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-12-13 20:12:41.552 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4e4efc1b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@459f7aa3, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7cc586a8, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7db534f2, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@44a2b17b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7a56812e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2a76b80a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7eb01b12, org.springframework.test.context.event.EventPublishingTestExecutionListener@2f4854d6, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@61d9efe0, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7e70bd39, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@e6516e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@6de54b40, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@43ed0ff3, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@388ffbc2]
2021-12-13 20:12:42.630 [main] INFO  cn.edu.xmu.oomall.order.dao.OrderDaoTest - Starting OrderDaoTest using Java 11.0.13 on Silence with PID 9908 (started by silence in D:\silence\Desktop\file\third_academic\ooad\finalwork\oomall\order)
2021-12-13 20:12:42.631 [main] INFO  cn.edu.xmu.oomall.order.dao.OrderDaoTest - No active profile set, falling back to default profiles: default
2021-12-13 20:12:42.633 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.7.Final
2021-12-13 20:12:43.418 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-13 20:12:43.421 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-13 20:12:43.444 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2021-12-13 20:12:43.716 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=965ac9f3-67d4-3b96-b154-365e91238a6c
2021-12-13 20:12:44.279 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2021-12-13 20:12:44.600 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2021-12-13 20:12:48.964 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2021-12-13 20:12:58.638 [main] INFO  cn.edu.xmu.oomall.order.dao.OrderDaoTest - Started OrderDaoTest in 17.017 seconds (JVM running for 18.313)
2021-12-13 20:12:58.674 [main] INFO  o.s.test.context.transaction.TransactionContext - Began transaction (1) for test context [DefaultTestContext@263f6e96 testClass = OrderDaoTest, testInstance = cn.edu.xmu.oomall.order.dao.OrderDaoTest@49741e80, testMethod = TestUpdate@OrderDaoTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@414d466e testClass = OrderDaoTest, locations = '{}', classes = '{class cn.edu.xmu.oomall.order.OrderApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@17a1e4ca, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4a194c39, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@5aac4250, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7103cb56, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@50ecde95, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@15bb6bea], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.jdbc.support.JdbcTransactionManager@39acf187]; rollback [true]
2021-12-13 20:12:59.150 [main] INFO  o.s.test.context.transaction.TransactionContext - Rolled back transaction for test: [DefaultTestContext@263f6e96 testClass = OrderDaoTest, testInstance = cn.edu.xmu.oomall.order.dao.OrderDaoTest@49741e80, testMethod = TestUpdate@OrderDaoTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@414d466e testClass = OrderDaoTest, locations = '{}', classes = '{class cn.edu.xmu.oomall.order.OrderApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@17a1e4ca, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4a194c39, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@5aac4250, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7103cb56, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@50ecde95, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@15bb6bea], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
2021-12-13 20:12:59.159 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Start destroying common HttpClient
2021-12-13 20:12:59.160 [Thread-12] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Start destroying Publisher
2021-12-13 20:12:59.160 [Thread-12] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Destruction of the end
2021-12-13 20:12:59.161 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Destruction of the end
2021-12-13 20:13:05.244 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2021-12-13 20:13:05.258 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2021-12-13 20:17:22.536 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cn.edu.xmu.oomall.order.dao.OrderDaoTest], using SpringBootContextLoader
2021-12-13 20:17:22.558 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [cn.edu.xmu.oomall.order.dao.OrderDaoTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-12-13 20:17:22.561 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cn.edu.xmu.oomall.order.dao.OrderDaoTest]: OrderDaoTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-12-13 20:17:22.691 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cn.edu.xmu.oomall.order.OrderApplication for test class cn.edu.xmu.oomall.order.dao.OrderDaoTest
2021-12-13 20:17:22.852 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-12-13 20:17:22.887 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4e4efc1b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@459f7aa3, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7cc586a8, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7db534f2, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@44a2b17b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7a56812e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2a76b80a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7eb01b12, org.springframework.test.context.event.EventPublishingTestExecutionListener@2f4854d6, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@61d9efe0, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7e70bd39, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@e6516e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@6de54b40, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@43ed0ff3, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@388ffbc2]
2021-12-13 20:17:24.041 [main] INFO  cn.edu.xmu.oomall.order.dao.OrderDaoTest - Starting OrderDaoTest using Java 11.0.13 on Silence with PID 756 (started by silence in D:\silence\Desktop\file\third_academic\ooad\finalwork\oomall\order)
2021-12-13 20:17:24.053 [main] INFO  cn.edu.xmu.oomall.order.dao.OrderDaoTest - No active profile set, falling back to default profiles: default
2021-12-13 20:17:24.053 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.7.Final
2021-12-13 20:17:24.911 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-13 20:17:24.919 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-13 20:17:24.937 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-12-13 20:17:25.182 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=965ac9f3-67d4-3b96-b154-365e91238a6c
2021-12-13 20:17:25.836 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2021-12-13 20:17:26.193 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2021-12-13 20:17:29.981 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2021-12-13 20:17:39.707 [main] INFO  cn.edu.xmu.oomall.order.dao.OrderDaoTest - Started OrderDaoTest in 16.751 seconds (JVM running for 18.113)
2021-12-13 20:17:39.745 [main] INFO  o.s.test.context.transaction.TransactionContext - Began transaction (1) for test context [DefaultTestContext@2686a801 testClass = OrderDaoTest, testInstance = cn.edu.xmu.oomall.order.dao.OrderDaoTest@7878459f, testMethod = TestUpdate@OrderDaoTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@4f6a5cc9 testClass = OrderDaoTest, locations = '{}', classes = '{class cn.edu.xmu.oomall.order.OrderApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@17a1e4ca, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4a194c39, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@5aac4250, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7103cb56, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@50ecde95, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@15bb6bea], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.jdbc.support.JdbcTransactionManager@5d24703e]; rollback [true]
2021-12-13 20:17:40.240 [main] INFO  o.s.test.context.transaction.TransactionContext - Rolled back transaction for test: [DefaultTestContext@2686a801 testClass = OrderDaoTest, testInstance = cn.edu.xmu.oomall.order.dao.OrderDaoTest@7878459f, testMethod = TestUpdate@OrderDaoTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@4f6a5cc9 testClass = OrderDaoTest, locations = '{}', classes = '{class cn.edu.xmu.oomall.order.OrderApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@17a1e4ca, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4a194c39, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@5aac4250, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7103cb56, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@50ecde95, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@15bb6bea], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
2021-12-13 20:17:40.264 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Start destroying common HttpClient
2021-12-13 20:17:40.264 [Thread-12] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Start destroying Publisher
2021-12-13 20:17:40.266 [Thread-12] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Destruction of the end
2021-12-13 20:17:40.267 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Destruction of the end
2021-12-13 20:17:46.344 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2021-12-13 20:17:46.354 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2021-12-13 20:20:21.775 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cn.edu.xmu.oomall.order.controller.OrderControllerTest], using SpringBootContextLoader
2021-12-13 20:20:21.796 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [cn.edu.xmu.oomall.order.controller.OrderControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-12-13 20:20:22.020 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-12-13 20:20:22.031 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@a1217f9, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3bde62ff, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@523424b5, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2baa8d82, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@319dead1, org.springframework.test.context.support.DirtiesContextTestExecutionListener@791cbf87, org.springframework.test.context.transaction.TransactionalTestExecutionListener@a7e2d9d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@754777cd, org.springframework.test.context.event.EventPublishingTestExecutionListener@2b52c0d6, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@372ea2bc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4cc76301, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2f08c4b, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3f19b8b3, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7de0c6ae, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@a486d78]
2021-12-13 20:20:23.365 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.7.Final
2021-12-13 20:20:23.376 [main] INFO  c.e.x.oomall.order.controller.OrderControllerTest - Starting OrderControllerTest using Java 11.0.13 on Silence with PID 18512 (started by silence in D:\silence\Desktop\file\third_academic\ooad\finalwork\oomall\order)
2021-12-13 20:20:23.389 [main] INFO  c.e.x.oomall.order.controller.OrderControllerTest - No active profile set, falling back to default profiles: default
2021-12-13 20:20:24.213 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-13 20:20:24.216 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-13 20:20:24.235 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-12-13 20:20:24.451 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=35c3ea18-846e-36c6-aa81-6822f9981f0f
2021-12-13 20:20:25.037 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2021-12-13 20:20:25.371 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2021-12-13 20:20:28.207 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2021-12-13 20:20:28.207 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2021-12-13 20:20:28.209 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 1 ms
2021-12-13 20:20:29.066 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2021-12-13 20:20:38.780 [main] INFO  c.e.x.oomall.order.controller.OrderControllerTest - Started OrderControllerTest in 16.438 seconds (JVM running for 17.939)
